target_path,source_repository,source_path,source_commit_sha,migration_type,scientific_dependency,required_tests,audit_status,migration_date,notes
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","notebooks/colab_ppo_full_training.ipynb","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","notebooks/colab_ppo_primary_state_full_training.ipynb","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","notebooks/colab_ppo_validation_analysis.ipynb","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","notebooks/colab_predictive_feature_selection.ipynb","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","notebooks/colab_rl_environment_validation.ipynb","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_123/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_21/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/attention_audit.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/feature_attention_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/model_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/model_comparison.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/test_patient_model_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/time_attention_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_bis_region_feature_attention.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_bis_region_time_attention.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_combined_attention_heatmap.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_combined_attention_heatmap.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_feature_attention.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_42/validation_temporal_attention.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_7/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/attention/seed_84/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/comparison.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/attention_faithfulness.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/contribution_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/faithfulness_audit.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/group_ablation.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/group_permutation.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/individual_feature_ablation.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/faithfulness/patient_bootstrap_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/runtime.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
